name,hf_gibbs_free_energy_ev,hf_electronic_energy_ev,hf_entropy_ev,hf_enthalpy_ev,hf_dipole_moment,hf_homo_ev,hf_lumo_ev,dft_gibbs_free_energy_ev,dft_electronic_energy_ev,dft_entropy_ev,dft_enthalpy_ev,dft_dipole_moment,dft_homo_ev,dft_lumo_ev
dimer_002148,-14700.472913631,-14710.3724510639,1.57863148914039,-14698.8942821418,0.50444,-9.4955,6.9615,-14897.6553825136,-14905.8513886803,1.69533383237366,-14895.9600486812,0.51919,-6.4824,0.2165
dimer_002153,-14700.9686625989,-14710.8314055944,1.61573232687896,-14699.352930272,0.56532,-9.1334,7.011,-14898.0108920945,-14906.2119429824,1.68740470281905,-14896.3234873917,0.77131,-6.1632,0.4661
dimer_002173,-14763.9623456923,-14775.4258985557,1.55601092526568,-14762.406334767,0.17073,-11.7152,13.8365,-14962.891326246,-14972.4409974701,1.65451646175967,-14961.2368097842,0.38286,-8.1254,0.5118
dimer_002174,-16701.8201964612,-16711.649865634,1.57527904478359,-16700.2449176885,3.2606,-10.8538,13.3171,-16919.0756477031,-16927.3092053282,1.6896020232883,-16917.3860456798,3.09711,-7.2202,0.2969
dimer_002175,-16702.0800002864,-16711.8999949905,1.58229142230589,-16700.4977088641,3.87238,-10.0752,12.062,-16918.7859314754,-16926.9811261981,1.70598709508216,-16917.0799443803,3.59503,-6.4772,0.5161
dimer_002176,-16701.8748614407,-16711.6912465527,1.5962995783971,-16700.2785618623,3.58914,-10.375,12.2315,-16918.4913748841,-16926.7279214093,1.67853079349116,-16916.8128440906,3.76404,-6.4924,0.5361
dimer_002204,-14762.0385561106,-14773.371148674,1.58454262134516,-14760.4540134892,0.10634,-11.0483,13.3146,-14961.6218045486,-14970.9988638006,1.76656892113182,-14959.8552356274,0.29533,-7.6513,0.6704
dimer_002205,-16700.0052192776,-16709.7149444132,1.66521299059258,-16698.3400060149,3.37558,-10.4415,12.563,-16917.7447417155,-16925.9158423771,1.69682202378497,-16916.0479196917,2.46789,-6.5701,0.3132
dimer_002206,-16699.9826098704,-16709.7219859069,1.60424666747505,-16698.3783632029,3.23415,-10.3817,12.8889,-16917.6422744714,-16925.7436614336,1.74347923273835,-16915.8987952387,3.0497,-6.939,0.3839
dimer_002208,-16700.2039580023,-16709.8990200034,1.58880800813841,-16698.6151499942,3.57499,-10.3175,10.8323,-16917.7427912024,-16925.8537854211,1.71926435299623,-16916.0235268494,2.04109,-6.5284,0.6717
dimer_002291,-14761.7068845316,-14773.0395086602,1.59163636095047,-14760.1152481706,0.1493,-11.1418,13.1566,-14961.412877604,-14970.8081750241,1.78785884759543,-14959.6250187564,0.20007,-7.8353,0.7513
dimer_002292,-16699.8330935732,-16709.5275267189,1.69427884643443,-16698.1388147268,3.29628,-10.3075,10.7662,-16917.254290807,-16925.3679958252,1.76936053855523,-16915.4849305405,3.01223,-6.6147,0.7481
dimer_002293,-16699.6164032165,-16709.3287311224,1.65930267472978,-16697.9571002696,4.34683,-10.6134,10.8094,-16916.9447720279,-16925.0864008396,1.74683902417288,-16915.1979330037,3.12412,-6.7033,0.5673
dimer_002294,-16699.8233279464,-16709.4771195071,1.70792563514692,-16698.1154023112,2.83804,-10.0518,12.4193,-16917.0285703475,-16925.1862356529,1.67619442277302,-16915.3523759247,1.32641,-6.7764,0.9149
dimer_002296,-16699.1174318747,-16708.9119920842,1.39980198450825,-16697.7176298902,2.9596,-10.6612,12.1197,-16916.658896145,-16924.7868297317,1.74781155957314,-16914.9110845854,2.03189,-6.8643,0.8136
dimer_002299,-16699.3586100416,-16709.08683784,1.62908550459624,-16697.729524537,3.58042,-11.1603,12.6107,-16917.3256497076,-16925.549785658,1.68597256688968,-16915.6396774128,3.02678,-6.7797,0.5027
dimer_002330,-16698.4403126739,-16708.0548613155,1.65088047462529,-16696.7894321993,3.28702,-10.7564,10.8895,-16917.3119174751,-16925.4251242526,1.76412370481768,-16915.5477940424,3.17862,-6.8156,0.4308
dimer_002331,-17562.5220876125,-17571.388228086,1.66460236679902,-17560.8574852457,2.19071,-9.359,10.2469,-17790.4442663073,-17797.9818817906,1.6905571433932,-17788.7537091639,2.42768,-6.2558,0.8744
dimer_002332,-17562.408163281,-17571.214243843,1.74091483049659,-17560.6672484505,4.8785,-9.6468,10.3044,-17790.8744393411,-17798.4141196253,1.72523616662077,-17789.1492029024,3.85429,-6.7009,0.5907
dimer_002334,-14760.8778908937,-14772.0220918669,1.74170178415567,-14759.1361891096,0.22114,-10.5887,11.1478,-14961.4285393968,-14970.7536213393,1.82505601368646,-14959.6034833831,0.06709,-7.2384,0.8233
dimer_002335,-16698.8027900056,-16708.428431374,1.7053166062108,-16697.0974736715,3.6602,-9.8921,10.48,-16917.4114556842,-16925.4788014583,1.78728142170865,-16915.6241742625,3.41215,-6.6,0.4819
dimer_002336,-15624.4673133913,-15634.8526817814,1.69497545824883,-15622.772337933,2.93297,-9.1588,10.7179,-15834.1503376071,-15842.8674303637,1.78588847019384,-15832.3644491369,2.06737,-5.9511,0.6329
dimer_002338,-15624.5976649723,-15634.9478939223,1.71818977484972,-15622.8794751974,2.51249,-9.3213,10.7203,-15834.3163067325,-15843.0123090222,1.80176768208029,-15832.5145390504,1.91825,-6.1193,0.6413
dimer_002339,-16698.806183267,-16708.3119886275,1.76138351693838,-16697.0447997501,2.27665,-9.7878,10.7987,-16916.9549118115,-16924.9833779388,1.78686971324178,-16915.1680420983,1.38853,-6.5307,0.8228
dimer_002341,-17561.8734032352,-17570.787808567,1.43779100231018,-17560.4356122328,1.88806,-9.4867,10.5643,-17789.976484399,-17797.441770351,1.7516168016093,-17788.2248678695,0.97583,-6.1071,0.6228
dimer_002342,-16698.4576953156,-16707.9684376402,1.77794029265993,-16696.6797550229,3.10732,-10.276,10.5985,-16916.6066951577,-16924.6677861197,1.78064728263245,-16914.8260478751,1.88527,-6.6884,0.791
dimer_002344,-17562.1012693135,-17570.8457359211,1.73803804139431,-17560.3632312721,3.76716,-9.262,10.0445,-17789.3439720282,-17796.7565309966,1.77520663551639,-17787.5687651206,3.78458,-6.2598,0.6468
dimer_002345,-17562.2878034536,-17571.1328997196,1.61856530562885,-17560.669238148,1.68868,-9.7115,10.4785,-17790.1651696002,-17797.6073791975,1.77931310773948,-17788.3858564925,3.22156,-6.2566,0.7086
dimer_002358,-14761.8344711623,-14773.1743212779,1.53125045697361,-14760.3032207053,0.12816,-11.1376,13.2832,-14961.5355601963,-14970.9382708179,1.75407480728097,-14959.7814853891,0.0317,-7.8373,0.6831
dimer_002359,-16699.9495330543,-16709.6554415191,1.63148772689996,-16698.3180453274,3.92774,-10.136,10.7335,-16917.2970771944,-16925.4060784503,1.7488167486522,-16915.5482604458,3.75754,-6.4758,0.6572
dimer_002360,-16699.590773344,-16709.4040536354,1.39754779221509,-16698.1932255518,4.61787,-10.5391,10.8746,-16917.1099846764,-16925.2373408372,1.73310243784369,-16915.3768825106,2.2969,-6.5908,0.6072
dimer_010780,-18809.26817467,-18820.7107208775,1.81018335144902,-18807.4579915906,3.34178,-10.1965,12.5299,-19055.1480747659,-19064.768499165,1.85366798339299,-19053.2944065104,3.03913,-6.9507,0.2549
dimer_010840,-19613.3640654421,-19622.7594395984,1.64848777631122,-19611.7155776658,5.49683,-9.1813,5.6704,-19865.8377430346,-19873.7726841277,1.67965544061183,-19864.158087594,6.15748,-6.2323,-0.8248
dimer_002361,-16699.6262270757,-16709.3399876618,1.60587363702126,-16698.0203534387,3.4387,-10.9338,12.3446,-16917.5274461772,-16925.6382450181,1.74332957004385,-16915.7841163351,3.01541,-7.3883,0.5871
dimer_002364,-14760.8956052424,-14772.0935538987,1.60600234693853,-14759.2896028954,0.30969,-10.6849,11.129,-14961.5235912625,-14970.8380898756,1.81074907643423,-14959.7128424582,0.25538,-7.2979,0.7527
dimer_002365,-16698.7251507141,-16708.3376438066,1.61973485155787,-16697.1054158625,3.2906,-10.0981,10.7084,-16917.3615478015,-16925.4277988611,1.75514503160364,-16915.6064024978,2.93617,-6.9791,0.5427
dimer_002366,-15624.6096548589,-15634.9709637464,1.69014543492633,-15622.9195096961,3.36794,-9.2766,10.6097,-15834.1518870242,-15843.0048479287,1.6760507465863,-15832.4758362776,3.36952,-5.8211,0.6314
dimer_002367,-16699.0861297861,-16708.6706487442,1.64047157027981,-16697.4456582158,4.07008,-10.6134,9.7484,-16917.5747763241,-16925.576743991,1.80078997651422,-16915.7739863476,3.90287,-6.9932,0.704
dimer_002368,-15624.9335241134,-15635.2616005357,1.73769789890681,-15623.1958259424,0.50308,-8.9843,10.8469,-15834.5991724905,-15843.3149133848,1.748495654144,-15832.8506768363,1.53253,-6.0359,0.8799
dimer_002369,-16698.9928806756,-16708.6061697016,1.69238221192413,-16697.3004984636,3.39511,-9.9877,10.4256,-16917.726340279,-16925.8414118537,1.73197044364529,-16915.9943695633,1.82221,-6.9034,0.7125
dimer_002371,-17562.626673264,-17571.4419926402,1.68442015657673,-17560.9422531074,3.14407,-9.1956,9.7538,-17790.5133721041,-17797.9947941437,1.70704480216129,-17788.8063273019,2.70038,-6.09,0.368
dimer_002372,-17562.7139160024,-17571.5152753868,1.71292409702923,-17561.0009919054,4.44782,-9.5694,10.1741,-17791.0957436627,-17798.5243040222,1.77915419316932,-17789.3165891974,4.49477,-6.5424,0.4803
dimer_002573,-14761.0193177862,-14772.2148280291,1.67690001434909,-14759.3424177719,0.4026,-10.6142,11.1097,-14961.469417993,-14970.8476274709,1.76959618927057,-14959.6998218038,0.26578,-7.2403,0.6903
dimer_002575,-16698.8010329655,-16708.3291922182,1.69944139305271,-16697.1015918446,3.23192,-10.0649,10.7014,-16916.8051372782,-16924.8560533538,1.76160474561225,-16915.0435325326,2.35872,-6.728,0.8287
dimer_002576,-16698.4559390919,-16708.1216655722,1.53075085568797,-16696.9251882362,3.48282,-10.7054,10.7432,-16917.513442375,-16925.6246842174,1.7454234871969,-16915.7680191599,2.90486,-6.8201,0.2393
dimer_002577,-17562.7184654762,-17571.6286173943,1.62504869355459,-17561.0934167827,5.74778,-9.5764,9.6914,-17790.8874689753,-17798.3870089085,1.7479895221226,-17789.139479181,5.90075,-6.459,0.3316
dimer_002795,-16699.5148747657,-16709.2481736804,1.63492969675947,-16697.8799450689,3.11038,-10.9562,12.5812,-16917.2765374862,-16925.4374580914,1.72407505622544,-16915.55246243,2.79476,-7.0826,0.5482
dimer_002798,-14762.0111109657,-14773.3027215295,1.6999151435093,-14760.3111960943,0.14117,-11.121,13.2559,-14961.4818919704,-14970.8958098788,1.75469277815226,-14959.7271991923,0.25305,-7.7213,0.7133
dimer_002799,-16699.8856202809,-16709.5644593902,1.68209603098814,-16698.20352425,3.43259,-10.2451,12.8542,-16917.6755583662,-16925.8796887681,1.68345524036819,-16915.9921031258,2.6617,-6.6339,0.4358
dimer_002800,-16699.9951646657,-16709.679804701,1.65691215332763,-16698.3382525123,4.04439,-10.1155,10.7139,-16917.3398445339,-16925.4497290717,1.75125625057255,-16915.5885882833,4.36676,-6.4142,0.6036
dimer_002801,-16699.9450121525,-16709.6589667558,1.60162403283943,-16698.3433881197,4.20336,-10.0909,10.7485,-16917.3248564953,-16925.4553550285,1.73339251135703,-16915.591463984,3.97844,-6.4779,0.7027
dimer_002803,-16699.8155811332,-16709.5414861666,1.58262095234778,-16698.2329601808,2.26842,-10.0442,12.564,-16916.9509571789,-16925.0958919035,1.71136270695461,-16915.239594472,1.16048,-6.727,0.9101
dimer_002855,-14760.9028608898,-14772.0637070757,1.72769988668623,-14759.1751610031,0.23927,-10.634,11.1063,-14961.4211623865,-14970.7930405882,1.78878621207335,-14959.6323759023,0.29166,-7.3021,0.8414
dimer_002856,-16698.4957665118,-16708.1438077597,1.69231989782042,-16696.8034468861,4.14069,-10.4052,10.647,-16917.2504300537,-16925.3719678732,1.75581035030919,-16915.4946197034,3.37068,-6.9108,0.3898
dimer_002857,-16698.4951060911,-16708.0860534701,1.6104712749963,-16696.8846348161,3.11285,-10.0164,10.7405,-16916.6355884933,-16924.7182510197,1.75540109086823,-16914.8801874024,1.4699,-6.6357,0.9313
dimer_002858,-15624.5579940179,-15634.9012987553,1.70017038643192,-15622.8578236315,3.26266,-9.2256,10.6992,-15834.397161595,-15843.1091568402,1.79202654546627,-15832.6051350496,0.80944,-6.0172,0.8148
dimer_002859,-17562.6869854251,-17571.5987226793,1.6417970375251,-17561.0451883875,7.54231,-9.6942,9.8364,-17791.1387888305,-17798.7445930864,1.67645810122933,-17789.4623310014,3.81771,-6.7847,0.5684
dimer_002860,-16698.9850856982,-16708.542994085,1.71986980662398,-16697.2652158916,3.62852,-10.6271,9.6821,-16917.4768928402,-16925.465611549,1.84144407873421,-16915.6354487614,3.5243,-7.0017,0.7532
dimer_002862,-17562.1820966925,-17570.9826310272,1.67973489789691,-17560.5023617946,4.96005,-9.0478,10.6421,-17790.0141267436,-17797.4350023319,1.78479865366389,-17788.2293280899,4.19247,-5.8896,0.2667
dimer_002921,-14700.6277731585,-14710.5278863846,1.52379398941963,-14699.1039788969,0.48178,-9.2029,7.1279,-14897.8378515429,-14906.094123067,1.6667199578692,-14896.171131585,0.23922,-6.1673,0.4978
dimer_002928,-14700.3562104714,-14710.2693549644,1.53451990656346,-14698.8216905648,0.51734,-9.495,6.9718,-14897.5934899145,-14905.8552235827,1.65101816430423,-14895.9424717502,0.36303,-6.4759,0.3674
dimer_002934,-14700.4329175004,-14710.3453106867,1.56498279562997,-14698.8679344326,0.44966,-9.337,7.0214,-14897.5907883668,-14905.849600075,1.65666507382471,-14895.934123293,0.61037,-6.3823,0.1878
dimer_002942,-14763.8670527336,-14775.284776703,1.64639413127216,-14762.2206586023,0.02317,-11.8238,13.8111,-14962.9141149763,-14972.4437104466,1.72160643810816,-14961.1925085382,0.08659,-8.2304,0.6825
dimer_002943,-16701.9534558523,-16711.7864303937,1.56503612997201,-16700.3884197223,3.47278,-10.0721,12.2327,-16918.7222328557,-16926.9778684495,1.68114934641693,-16917.0410837814,3.11462,-6.681,0.672
dimer_002944,-16701.8447259047,-16711.6399323849,1.66665328994165,-16700.1780723427,4.01434,-10.2044,12.2375,-16918.5016735823,-16926.7751228462,1.67134943318107,-16916.8303241491,1.64006,-6.6934,0.6938
dimer_002947,-16701.5914446519,-16711.4359010431,1.55513118073601,-16700.0363137432,2.747,-10.2764,12.6881,-16918.3164975631,-16926.5394498176,1.70679745054438,-16916.6097001125,1.75688,-6.842,0.6364
dimer_002950,-16701.3961702104,-16711.2477004769,1.53601789407841,-16699.8601523163,3.52293,-11.1245,12.9257,-16918.702692078,-16926.9487051768,1.71130937261257,-16916.9913827054,1.91691,-7.3975,0.7144
dimer_003009,-16698.5662804985,-16708.0899468771,1.77453233704917,-16696.7917481614,3.27583,-10.7344,10.9321,-16917.27306123,-16925.3089802873,1.8113431012744,-16915.4617181287,3.12444,-7.298,0.5844
dimer_003011,-17562.5643640583,-17571.4655046495,1.58925944524782,-17560.9751046131,3.47625,-9.6179,10.3414,-17790.5260398267,-17798.0824104946,1.66764922714505,-17788.8583905995,3.02419,-6.4749,0.9269
dimer_003012,-14760.7071720187,-14771.9413820411,1.55688468328757,-14759.1502873354,0.28205,-10.906,11.1302,-14961.4188140428,-14970.7185072058,1.8385572214143,-14959.5802568213,0.0684,-7.4953,0.8613
dimer_003013,-16698.771390228,-16708.3575328903,1.69698420372301,-16697.0744057522,4.22237,-10.8953,9.6345,-16917.0644336108,-16925.1336779242,1.77312523560688,-16915.2913083752,1.56565,-7.1219,0.9847
dimer_003014,-15624.4743687628,-15634.8732930556,1.60268827065432,-15622.8716804922,2.89413,-9.5609,10.7348,-15834.3693488241,-15843.0681362005,1.78891437776264,-15832.5804347185,1.29138,-6.4327,0.7027
dimer_003015,-16698.6057217887,-16708.2076810765,1.63940461132502,-16696.9663171773,2.40918,-10.4764,10.5575,-16917.473399985,-16925.5305602603,1.78365495856392,-16915.6897452985,2.73343,-7.1536,0.4985
dimer_003016,-17562.3724992051,-17571.2114290959,1.67045118490008,-17560.7020480202,3.63723,-10.1401,10.0186,-17790.6659151252,-17798.1589542552,1.74326535114221,-17788.9226495019,2.5851,-6.956,0.5314
dimer_003018,-16698.6062861531,-16708.1308779913,1.71318042840781,-16696.8931059968,2.81136,-10.153,11.1513,-16916.7388443237,-16924.7988076453,1.76751451724707,-16914.9713298065,1.71686,-6.8225,0.8513
dimer_003019,-17562.469914653,-17571.2876457755,1.66803617323883,-17560.8018784797,5.96898,-9.693,10.5727,-17790.0490797856,-17797.501948632,1.76839698291664,-17788.2806828027,5.15567,-6.4872,0.6406
dimer_003067,-14760.4679862705,-14771.7417559527,1.48844202829479,-14758.9795445143,0.34688,-10.9118,11.1235,-14961.3100772924,-14970.681633039,1.79808652402357,-14959.5119907683,0.20458,-7.5234,0.8319
dimer_003068,-16698.4095300509,-16708.0922677373,1.48216327008953,-16696.9273670529,4.18866,-11.1287,9.6992,-16917.100363542,-16925.1657530887,1.78459239125947,-16915.3157711508,3.96224,-7.1388,0.811
dimer_003069,-15624.3854383734,-15634.7537707951,1.72024450758821,-15622.6651938658,2.93715,-9.4734,10.5005,-15834.2276060073,-15842.957040766,1.79018923180579,-15832.4374167755,0.99284,-6.2804,0.8119
dimer_003070,-16698.2489863343,-16707.8956384402,1.47239356150656,-16696.7765930449,3.12188,-10.163,10.7978,-16916.7688832592,-16924.8608324918,1.74811360610204,-16915.0207696531,1.68267,-6.6704,0.7186
dimer_003071,-16698.219284548,-16707.8150290245,1.58415377045345,-16696.6351305055,3.11393,-10.4897,10.5767,-16916.8675204988,-16924.8940268611,1.81625884050375,-16915.0512616583,1.90267,-6.7237,0.901
dimer_003072,-17561.8825092577,-17570.6930962996,1.57446460761152,-17560.3080446501,6.80452,-10.0646,10.1085,-17790.0692420717,-17797.5458596666,1.74788094864059,-17788.321361123,4.58035,-6.6779,0.5
dimer_003074,-16698.4048069684,-16707.9193561677,1.78489552624433,-16696.6199114421,2.19581,-10.3913,10.9001,-16916.5859086421,-16924.6656843112,1.7793887554287,-16914.8065198867,1.56404,-7.0068,0.8941
dimer_003076,-17561.6944594426,-17570.5410327433,1.4816661178298,-17560.2127933248,2.60494,-9.7582,10.5371,-17789.4136519855,-17796.8598513181,1.76886447475146,-17787.6447875107,2.09015,-6.3311,0.9318
dimer_003077,-16698.0777545244,-16707.7772892631,1.46932248301542,-16696.6084320413,3.67444,-11.043,10.9249,-16917.2600158132,-16925.4003373893,1.74984425107844,-16915.5101718343,3.16218,-6.8249,0.5228
dimer_003079,-17561.9472878978,-17570.7509765779,1.68980447609686,-17560.2574834217,4.67425,-9.5777,10.3297,-17790.0609357921,-17797.5433943139,1.75683540370952,-17788.3041003884,3.42658,-6.3304,0.4867
dimer_003096,-16698.5002914953,-16708.0970906856,1.6674628290619,-16696.8328283942,3.7961,-10.2946,10.654,-16917.3055230684,-16925.4339646919,1.75030085835366,-16915.5552222101,1.59894,-6.7975,0.4847
dimer_003097,-17562.228089127,-17571.0097621526,1.69449517705648,-17560.5335939499,6.72112,-8.8543,10.116,-17790.2119421855,-17797.6858274839,1.74202233443589,-17788.4699198511,6.50216,-5.5668,0.222
dimer_003099,-14760.9835274495,-14772.1561229732,1.68580657735578,-14759.2977208721,0.19001,-10.5197,11.1651,-14961.372902154,-14970.7229614397,1.77154017161513,-14959.6013619824,0.09554,-7.0809,0.5955
dimer_003100,-16698.8412560392,-16708.396412265,1.75074685318327,-16697.090509186,2.55652,-10.17,10.8205,-16917.3329448116,-16925.3895216745,1.78639052050539,-16915.5465542911,2.04898,-6.6712,0.2962
dimer_003101,-15624.786957804,-15635.1347426262,1.7520902799519,-15623.0348675241,2.49663,-8.8808,10.7174,-15834.2767704745,-15842.9628150249,1.80715581119628,-15832.4696146633,2.24836,-5.7329,0.5945
dimer_003103,-15624.8024636755,-15635.1352348804,1.72655183776242,-15623.0759121099,2.97675,-9.0043,10.7607,-15834.3822595445,-15843.0342054907,1.83035407307176,-15832.5519054714,2.63154,-5.8424,0.5281
dimer_003104,-16698.6562593431,-16708.2660813647,1.56140123129359,-16697.0948581118,2.97607,-9.8444,10.8271,-16916.7221495862,-16924.7332608274,1.81412029665634,-16914.9080292895,1.23215,-6.4116,0.7548
dimer_003264,-14700.0508996631,-14710.1564135087,1.42284813466332,-14698.6280512563,0.69177,-9.4114,6.8734,-14897.4732220616,-14905.8632721703,1.59088206097019,-14895.8823400007,0.76767,-6.5147,0.1854
dimer_003269,-14763.4479141942,-14775.0809641408,1.52130006470128,-14761.9266141295,0.04829,-11.6594,14.6129,-14962.6616865287,-14972.3660616311,1.61010773070566,-14961.051578798,0.02378,-8.1523,0.6535
dimer_003270,-16701.4817307401,-16711.495117129,1.49122140058865,-16699.9905090674,3.40549,-9.8962,12.5074,-16918.2840583101,-16926.6830960717,1.5861415631504,-16916.6979164748,2.81888,-6.5127,0.7203
dimer_003976,-19610.2598606102,-19619.4452974626,1.68194963366152,-19608.5779107044,0.61276,-9.9105,6.1971,-19862.3129721533,-19869.9611056452,1.80482542698592,-19860.5081469985,1.58026,-6.7217,-0.2228
dimer_003994,-19610.550861488,-19619.7566568207,1.68290774702031,-19608.867953741,1.21503,-9.4059,5.8644,-19862.5356544601,-19870.2338367897,1.78869668657064,-19860.7469577736,1.18779,-6.385,-0.2873
dimer_003995,-20474.388026086,-20482.7787363433,1.7077030459031,-20472.6803230401,2.97966,-8.8668,5.9918,-20735.6615677965,-20742.7053431915,1.81236733833276,-20733.8492004582,2.98692,-5.9754,-0.3626
dimer_004037,-19609.4383130996,-19618.5067085547,1.7750866332468,-19607.6632264663,0.95302,-9.2762,6.1048,-19862.3491916139,-19870.0237337685,1.80667389731999,-19860.5425177165,1.11854,-6.4925,0.0212
dimer_004038,-20473.1841605964,-20481.5026213239,1.69427095512872,-20471.4898896412,2.90052,-9.2349,5.6811,-20735.7299723555,-20742.8036239619,1.79322983353005,-20733.9367427941,2.08554,-6.7126,-0.3902
dimer_004056,-19612.285415654,-19621.589981018,1.67973027195908,-19610.605685382,1.38789,-9.7424,6.3516,-19863.9177899881,-19871.759513808,1.72115989905057,-19862.196630089,0.23418,-6.652,0.023
dimer_004066,-19610.0558910382,-19619.2347661339,1.76379798437165,-19608.2920930539,1.1705,-9.874,6.2006,-19862.1930624025,-19869.9202858256,1.78647569218426,-19860.4065867103,2.35539,-6.5943,-0.1305
dimer_004067,-20473.6218662896,-20482.0632934244,1.5623860118234,-20472.0594800057,2.19192,-9.0948,6.1195,-20734.9792672732,-20742.0178458352,1.80962497354154,-20733.1696422996,0.76007,-5.9449,-0.1158
dimer_004070,-19608.739010622,-19617.8611521277,1.60302215452005,-19607.1359884675,0.84974,-9.81,6.3804,-19862.1417993922,-19869.808827391,1.84606974445022,-19860.2957293756,1.20303,-6.4745,0.0374
dimer_004072,-20472.6925344275,-20480.9365281684,1.80940673812156,-20470.8831276894,2.88582,-9.5813,6.1441,-20734.8875711172,-20741.9247989054,1.82612814280706,-20733.0614427022,1.53903,-6.4262,0.018
dimer_004081,-19612.3007590734,-19621.7488008925,1.61166803232432,-19610.6890910411,1.25122,-9.6499,6.4031,-19863.8921138562,-19871.8418228477,1.68770566089199,-19862.2044081953,2.45053,-6.6372,-0.1087
dimer_004107,-19612.3386531234,-19621.6490400941,1.70661595051305,-19610.6320369008,1.00296,-9.6104,6.3874,-19863.8962946155,-19871.7301176057,1.73843505570572,-19862.1578595598,0.76814,-6.6775,-0.0615
dimer_004113,-19610.2255941118,-19619.3972282542,1.75894455924601,-19608.4666495525,0.91452,-9.8426,6.1857,-19862.1802901882,-19869.8558778047,1.82163064278034,-19860.3586595454,2.53498,-6.6843,-0.2915
dimer_004115,-20473.9605088848,-20482.3453695076,1.64723033756343,-20472.3132785472,2.25697,-8.9455,6.0304,-20735.3413622847,-20742.3765241835,1.80337533153321,-20733.5379869532,1.34206,-6.0353,-0.4209
dimer_004117,-19610.289026604,-19619.3900694793,1.82497410737547,-19608.4640524966,0.7579,-9.8268,6.2034,-19862.3392646234,-19870.0350705815,1.81281850332818,-19860.5264463922,1.23481,-6.4626,-0.361
dimer_004119,-20474.200405939,-20482.5854679261,1.72158194784906,-20472.4788239911,2.4703,-9.0021,6.0835,-20735.9839314443,-20743.0991136321,1.76784078192108,-20734.2160906624,2.08671,-6.448,-0.3839
dimer_004127,-19609.8636675388,-19619.1214861683,1.49576679267761,-19608.3679007461,0.86512,-9.6926,6.4373,-19862.2641040182,-19870.0112761179,1.78683052882722,-19860.4772734894,1.18686,-6.486,0.0824
dimer_004131,-19609.1798837221,-19618.2816259304,1.73152961898149,-19607.4483541031,0.88777,-9.4199,5.9963,-19862.1753564894,-19869.8360281776,1.83232472258734,-19860.3430317668,1.03528,-6.4407,-0.1062
dimer_004132,-20472.9912244304,-20481.296665864,1.7496684654409,-20471.2415559649,3.18599,-9.2311,5.8953,-20735.5574395686,-20742.6017597359,1.83167709129114,-20733.7257624773,2.37539,-6.4909,-0.0278
dimer_004157,-19610.3023898499,-19619.5062431051,1.75647566901474,-19608.5459141809,1.11782,-9.4502,5.8641,-19862.3018848688,-19870.0219076115,1.80118372545775,-19860.5007014155,1.23092,-6.3731,-0.3338
dimer_004158,-20474.0423264866,-20482.4780754188,1.71177604810542,-20472.3305504385,2.25215,-9.2294,5.8531,-20735.3652734852,-20742.433619413,1.83206485372689,-20733.5332086315,1.36409,-6.2563,-0.4579
dimer_004166,-19609.1485682999,-19618.3007307815,1.74045332516955,-19607.4081149747,1.12817,-9.0653,5.9726,-19862.0037554208,-19869.716508094,1.81342259638598,-19860.1903328244,1.17179,-6.4484,0.0871
dimer_004167,-20472.9903699925,-20481.3522829703,1.76467963369925,-20471.2256900866,1.79012,-9.2015,5.2738,-20735.3918854171,-20742.5028071161,1.8114818794093,-20733.5804035377,2.84853,-6.4207,-0.449
dimer_004336,-16686.7141997427,-16695.4049554026,1.34642791382571,-16685.3677715568,0.66453,-8.9264,5.3318,-16908.4594409335,-16915.7122213699,1.7141739165853,-16906.7452670169,0.45463,-6.2838,-0.1839
dimer_004455,-18478.9979293928,-18487.572874427,1.70320309685047,-18477.2947260238,3.21548,-6.6958,7.1059,-18720.0571587241,-18727.2607042157,1.7785016638213,-18718.2786567882,2.77253,-4.6709,0.6268
dimer_004484,-17614.0331516316,-17623.3602088496,1.53832351591568,-17612.4948281157,3.8609,-7.6569,7.0373,-17846.4586843414,-17854.1762926167,1.86073832119516,-17844.5979460202,3.0136,-4.908,0.4386
dimer_004485,-18687.4329300049,-18695.8794679847,1.69369108021603,-18685.7392389247,1.48095,-8.2357,5.9558,-18928.203671159,-18935.3100281458,1.77971311530478,-18926.4239583158,0.62434,-5.4032,0.5546
dimer_004486,-18478.4700004966,-18486.9837304954,1.60995072093343,-18476.8600497757,2.72691,-6.9868,7.2918,-18720.1759174328,-18727.3799984447,1.78377496083351,-18718.392142472,1.15031,-4.9763,0.4128
dimer_004489,-18478.8677116919,-18487.4237766411,1.7261414898655,-18477.1415699299,2.60614,-6.5447,6.8054,-18719.9597152485,-18727.1229413381,1.80580476523593,-18718.1539104833,3.65356,-4.3375,0.5187
dimer_004533,-17613.5827197113,-17622.9013528243,1.52728983784916,-17612.0554298734,3.60112,-8.0101,7.011,-17845.7611593125,-17853.5010871935,1.83966989551941,-17843.921489417,3.14197,-5.3461,0.6285
dimer_004534,-18478.308611866,-18486.8370664971,1.7248271792938,-18476.5837846867,3.51027,-6.8291,7.1433,-18719.3620078897,-18726.5429739067,1.79790366342229,-18717.5641042263,3.14403,-4.7223,0.6761
dimer_004539,-17613.7469220005,-17623.022245723,1.59776953817108,-17612.1491521902,4.22447,-7.8532,7.0115,-17845.8178047376,-17853.5687867052,1.82845117993969,-17843.9893535576,3.7766,-5.154,0.4906
